total_account_count,total_income,total_product_count,total_profit,CA,AE,SG,AU,JP,SA,MX,active_months,status_code,packages_encoded,registration_source_encoded
1,0,0,0,0,0,0,0,1,0,0,27,1,0,3
3,1321,7084,118,1,1,0,0,1,0,0,27,1,1,3
0,0,0,0,0,0,0,0,0,0,0,27,1,0,3
3,5745,3958,174,1,1,0,0,1,0,0,27,1,0,3
1,128,0,0,0,0,0,0,1,0,0,27,1,0,3
1,0,9,0,0,1,0,0,0,0,0,27,0,0,3
1,2428,0,48,0,0,0,0,1,0,0,27,1,0,3
2,315,0,22,0,1,1,0,0,0,0,27,1,0,3
1,0,14,0,1,0,0,0,0,0,0,27,0,0,3
2,0,0,0,0,1,0,0,0,0,0,27,1,0,3
2,60,0,0,0,1,1,0,0,0,0,27,1,0,3
2,398,0,7,0,1,1,0,0,0,0,27,1,0,3
1,811,0,0,0,0,1,0,0,0,0,27,1,0,3
1,0,0,0,1,0,0,0,0,0,0,27,1,0,3
6,929,0,19,1,1,0,0,0,0,1,27,1,0,3
1,1543,5814,89,0,0,0,0,1,0,0,27,1,1,3
4,19543,0,448,1,0,0,1,1,0,1,26,1,0,3
4,762,936,0,1,1,0,0,0,0,1,26,1,0,3
3,0,0,0,1,0,0,0,1,0,0,26,1,0,3
2,236901,20648,1680,1,0,0,0,1,0,0,26,1,2,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
2,7513,4218,20,0,1,0,0,1,0,0,26,1,0,3
1,0,0,0,1,0,0,0,0,0,0,26,1,0,3
4,69638,1558,2711,1,0,0,1,1,0,1,26,1,0,3
6,162,0,0,1,1,1,1,1,0,1,26,1,0,3
2,2037,2426,55,1,0,0,0,1,0,0,26,1,0,3
7,7134,8318,48,1,1,1,1,1,0,1,26,1,1,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
5,40557,0,369,1,1,0,1,1,0,1,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
4,262960,254,8,1,1,0,0,1,0,1,26,1,0,3
5,12368,4215,41,1,1,0,1,1,0,1,26,1,0,3
3,0,0,0,0,1,1,0,0,1,0,26,1,0,3
1,0,0,0,0,0,1,0,0,0,0,26,1,0,3
4,3929,0,223,1,0,1,1,1,0,0,26,1,0,3
5,428,1778,14,1,1,0,1,1,0,1,26,1,0,3
4,7329,0,0,1,1,1,0,0,0,1,26,1,0,3
0,0,4478,0,0,0,0,0,0,0,0,26,1,0,3
2,251,0,17,0,0,1,0,1,0,0,26,1,0,3
2,687,0,1,0,1,0,0,1,0,0,26,1,0,3
2,603,0,0,0,1,1,0,0,0,0,26,1,0,3
3,12347,0,205,1,0,0,0,1,0,1,26,1,0,3
3,170,0,-14,0,1,1,0,0,0,0,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
10,18320,4376,2092,1,1,1,1,1,1,1,26,0,0,3
3,62267,0,2000,1,1,1,0,0,0,0,26,1,0,3
2,0,0,0,1,0,0,0,0,0,1,26,1,0,3
2,276,0,0,0,1,1,0,0,0,0,26,1,0,3
0,0,13701,0,0,0,0,0,0,0,0,26,1,2,3
2,0,0,0,0,1,0,0,1,0,0,26,1,0,3
5,1414,0,0,1,1,1,0,1,0,1,26,1,0,3
2,118,0,0,0,1,0,0,0,0,0,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
2,2680,3439,2,0,1,1,0,0,0,0,26,1,0,3
1,27,0,8,0,1,0,0,0,0,0,26,1,0,3
3,195,0,0,1,0,0,1,1,0,0,26,1,0,3
3,481,0,15,0,1,1,1,0,0,0,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
3,10635,4978,473,0,1,0,1,1,0,0,26,1,0,3
2,1534,4923,50,0,1,1,0,0,0,0,26,1,0,3
1,0,0,0,1,0,0,0,0,0,0,26,1,0,3
2,3006,0,138,1,0,0,0,0,0,1,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
3,268,0,0,1,1,1,0,0,0,0,26,1,0,3
3,52398,5871,5104,1,1,0,0,0,0,1,26,1,1,3
1,0,0,0,0,0,1,0,0,0,0,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
4,1958,0,0,1,1,1,0,0,0,1,26,1,0,3
2,19608,0,144,1,0,0,0,0,0,1,26,1,0,3
2,3835,0,11,0,1,1,0,0,0,0,26,1,0,3
4,956,0,0,1,1,0,0,1,0,1,26,1,0,3
2,819,3771,73,0,1,0,0,0,0,0,26,1,0,3
1,0,104,0,0,1,0,0,0,0,0,26,0,0,3
4,166796,12109,17352,0,1,1,1,0,1,0,26,0,2,3
3,0,0,0,1,1,1,0,0,0,0,26,1,0,3
1,0,0,0,1,0,0,0,0,0,0,26,1,0,3
1,0,168,0,0,1,0,0,0,0,0,26,0,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
1,100,0,0,0,1,0,0,0,0,0,26,1,0,3
4,10125,0,366,1,0,0,1,1,0,1,26,1,0,3
2,3376,828,168,0,0,0,1,1,0,0,26,1,0,3
5,64616,0,2414,1,1,0,1,1,0,1,26,1,0,3
2,0,15,0,1,1,0,0,0,0,0,26,1,0,3
1,292,0,21,1,0,0,0,0,0,0,26,1,0,3
5,20947,19263,2290,1,1,0,0,1,1,1,26,1,2,3
6,6417,5,1127,1,1,0,0,1,0,1,26,1,0,0
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
1,1576,0,65,0,1,0,0,0,0,0,26,1,0,3
0,0,2980,0,0,0,0,0,0,0,0,26,1,0,3
5,247735,16276,908,1,1,0,1,1,0,1,26,1,2,3
1,13723,0,4,1,0,0,0,0,0,0,26,1,0,3
3,16500,4817,607,1,0,0,0,1,0,1,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
6,15997,24657,552,1,1,0,1,1,0,1,26,1,2,3
0,0,1714,0,0,0,0,0,0,0,0,26,1,0,3
1,0,0,0,1,0,0,0,0,0,0,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
1,1162,0,0,0,1,0,0,0,0,0,26,1,0,3
2,0,0,0,1,0,0,0,1,0,0,26,1,0,3
2,0,1166,0,0,1,0,0,1,0,0,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
1,0,0,0,0,0,0,0,1,0,0,26,1,0,3
3,11762,0,9,1,1,0,0,1,0,0,26,1,0,3
3,22998,3408,120,1,0,0,1,1,0,0,26,1,0,3
1,0,209,0,0,1,0,0,0,0,0,26,1,0,3
4,119251,3420,768,1,1,0,0,1,0,1,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
1,134,0,0,0,1,0,0,0,0,0,26,1,0,3
2,3095,0,46,0,0,0,1,1,0,0,26,1,0,0
2,1226,2237,0,0,1,1,0,0,0,0,26,1,0,3
2,141988,0,0,1,0,0,0,0,0,1,26,1,0,3
1,0,41,0,0,0,1,0,0,0,0,26,0,0,3
2,129,0,0,0,1,0,0,0,1,0,26,1,0,3
4,16222,16319,2077,1,1,1,0,0,0,1,26,1,2,3
1,45,0,0,0,1,0,0,0,0,0,26,1,0,3
6,44101,0,900,1,1,1,1,1,0,1,26,1,0,3
1,148782,0,43,1,0,0,0,0,0,0,26,1,0,3
3,43,0,0,0,1,1,0,0,0,0,26,1,0,3
4,4245,2943,150,1,0,0,1,1,0,1,26,1,0,3
4,3508,0,125,1,1,0,0,1,0,1,26,1,0,3
6,115984,1599,114,1,1,1,1,1,0,1,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
1,0,0,0,1,0,0,0,0,0,0,26,1,0,3
1,79,0,0,1,0,0,0,0,0,0,26,1,0,3
1,3138,9431,48,0,1,0,0,0,0,0,26,1,1,3
1,223,0,0,0,1,0,0,0,0,0,26,1,0,3
2,2200,0,0,0,1,1,0,0,0,0,26,1,0,3
2,5122,2538,208,1,1,0,0,0,0,0,26,1,0,3
2,0,0,0,0,1,0,0,0,0,0,26,1,0,3
2,0,0,0,1,0,0,0,0,0,1,26,1,0,3
6,32535,978,2987,0,1,0,1,1,0,1,26,0,0,3
3,0,40,0,0,1,1,0,0,0,0,26,1,0,3
1,0,0,0,1,0,0,0,0,0,0,26,1,0,3
5,3464,0,6,1,1,0,1,1,0,1,26,1,0,3
2,0,0,0,0,1,1,0,0,0,0,26,1,0,3
4,9657,0,180,1,0,0,1,1,0,1,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
1,42,0,0,0,1,0,0,0,0,0,26,1,0,3
5,9847,0,1078,1,1,0,0,1,0,1,26,1,0,3
10,23039,17966,2240,1,1,0,0,1,0,1,26,1,2,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
1,0,0,0,1,0,0,0,0,0,0,26,1,0,3
2,3867,1249,-57,0,1,1,0,0,0,0,26,1,0,3
4,35851,610,0,1,1,0,1,1,0,0,26,1,0,3
2,103,0,0,0,1,1,0,0,0,0,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
1,0,896,0,0,1,0,0,0,0,0,26,0,0,3
2,59854,7182,639,1,0,0,0,0,0,1,26,1,1,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
3,502,0,11,1,0,0,0,1,0,1,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
1,2850,4532,0,0,0,1,0,0,0,0,26,1,0,3
2,0,0,0,0,1,1,0,0,0,0,26,1,0,3
6,1592,3994,215,1,1,1,1,1,0,1,26,1,0,3
4,20539,0,1914,0,1,0,1,1,0,1,26,1,0,3
2,316,0,0,0,1,1,0,0,0,0,26,1,0,3
1,87,0,7,1,0,0,0,0,0,0,26,1,0,3
2,0,0,0,0,1,0,0,1,0,0,26,1,0,3
2,56507,644,6638,0,1,0,0,0,0,1,26,1,0,3
25,382717,40052,65887,1,1,1,1,1,0,1,26,0,3,3
1,309,1823,81,0,1,0,0,0,0,0,26,1,0,3
1,635,2068,74,0,1,0,0,0,0,0,26,1,0,3
1,0,5,0,0,1,0,0,0,0,0,26,1,0,3
3,0,0,0,0,1,1,0,0,0,0,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
1,36,0,0,1,0,0,0,0,0,0,26,1,0,3
3,0,0,0,1,0,0,0,1,0,1,26,1,0,3
0,0,10318,0,0,0,0,0,0,0,0,26,1,2,3
6,6852,0,66,1,0,1,1,1,0,1,26,1,0,3
1,0,0,0,0,0,1,0,0,0,0,26,1,0,3
3,4931,2485,137,1,1,1,0,0,0,0,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
3,11204,0,4,1,0,0,0,1,0,1,26,1,0,3
1,4723,0,0,1,0,0,0,0,0,0,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,0
1,0,0,0,0,0,1,0,0,0,0,26,1,0,3
1,0,0,0,0,0,0,0,1,0,0,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
1,0,0,0,0,0,0,0,1,0,0,26,1,0,3
1,0,0,0,0,0,1,0,0,0,0,26,1,0,3
3,0,0,0,1,0,0,0,0,0,1,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
1,318,0,0,1,0,0,0,0,0,0,26,1,0,3
3,12102,0,0,1,0,0,0,0,1,1,26,1,0,3
2,2528,0,0,0,1,1,0,0,0,0,26,1,0,3
0,0,1069,0,0,0,0,0,0,0,0,26,1,0,3
2,33104,0,576,1,1,0,0,0,0,0,26,1,0,3
2,0,0,0,0,1,1,0,0,0,0,26,1,0,3
5,0,0,0,1,1,0,1,1,0,1,26,1,0,3
6,43442,22663,3030,1,1,1,1,1,0,1,26,1,2,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
2,0,0,0,0,1,1,0,0,0,0,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
2,0,0,0,0,1,1,0,0,0,0,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
2,0,964,0,1,0,0,0,0,0,1,26,1,0,3
3,856,989,0,1,1,0,0,0,0,1,26,1,0,3
5,115158,0,165,1,1,0,1,1,0,1,26,1,0,3
2,74181,2007,0,0,0,0,0,0,0,0,26,1,0,3
5,14468,0,95,1,1,0,1,1,0,1,26,1,0,3
1,78,0,0,0,0,1,0,0,0,0,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
2,33235,8776,1143,1,1,0,0,0,0,0,26,1,1,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
3,1518,0,78,1,0,0,0,1,0,1,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
1,0,0,0,1,0,0,0,0,0,0,26,1,0,3
2,1356,1035,145,1,0,0,0,1,0,0,26,1,0,3
1,52806,7721,672,0,0,0,0,1,0,0,26,1,1,3
4,15992,14463,762,1,0,0,1,1,0,1,26,1,2,3
2,294,0,0,0,1,0,0,0,0,0,26,1,0,3
5,5234,3608,476,1,1,0,1,1,0,1,26,1,0,3
11,0,0,0,1,0,0,1,1,0,1,26,1,0,3
3,4687,0,423,1,0,0,1,1,0,0,26,1,0,3
2,1827,1548,185,1,0,0,0,0,0,1,26,1,0,3
7,0,0,0,1,0,0,1,1,0,1,26,1,0,3
7,2765,393,27,1,1,0,1,1,0,1,26,1,0,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
1,395,114,5,0,0,0,0,1,0,0,26,1,0,3
4,541,0,17,1,0,0,1,1,0,1,26,1,0,3
1,1400,887,0,1,0,0,0,0,0,0,26,1,0,3
2,50489,0,2863,1,0,1,0,0,0,0,26,1,0,3
1,27,0,0,0,1,0,0,0,0,0,26,1,0,3
1,8636,0,0,0,1,0,0,0,0,0,26,1,0,3
1,0,0,0,1,0,0,0,0,0,0,26,1,0,3
1,0,0,0,0,1,0,0,0,0,0,26,1,0,3
4,4057,0,265,1,1,0,0,1,0,1,26,1,0,3
2,0,0,0,1,0,0,0,0,0,0,26,1,0,3
4,3692,7277,54,1,1,1,0,0,0,1,26,0,1,3
0,0,0,0,0,0,0,0,0,0,0,26,1,0,3
1,76,0,0,0,1,0,0,0,0,0,25,1,0,3
1,32,0,0,0,0,0,1,0,0,0,25,1,0,3
3,6531,2660,145,1,0,0,0,1,0,1,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
3,0,0,0,1,1,1,0,0,0,0,25,1,0,3
2,1667,7107,59,0,1,1,0,0,0,0,25,1,1,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
3,0,0,0,1,0,0,0,1,0,1,25,1,0,3
1,95,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
2,59,0,0,0,1,1,0,0,0,0,25,1,0,3
2,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,1846,0,34,1,0,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
6,0,0,0,1,1,1,1,1,0,1,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
3,153036,0,3865,1,0,0,0,1,0,1,25,0,0,3
4,30,0,0,1,1,1,0,0,0,1,25,1,0,3
1,141,0,0,0,1,0,0,0,0,0,25,1,0,3
2,173,0,0,1,0,0,0,0,0,1,25,1,0,3
1,0,1,0,0,0,0,0,0,0,0,25,0,0,3
7,166514,0,24549,1,0,1,1,1,0,1,25,0,0,3
1,300,0,1,1,0,0,0,0,0,0,25,1,0,3
4,9078,1348,89,1,0,0,1,1,0,1,25,1,0,3
1,295,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
4,44,0,0,1,1,1,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
4,0,131,0,0,1,1,0,0,0,0,25,1,0,3
1,41,0,0,0,1,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
4,102875,2086,11216,1,1,1,0,0,0,1,25,1,0,3
2,11450,25,474,0,1,1,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,0,0,0,1,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,135,2833,0,0,1,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
1,1417,2950,28,1,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
6,5405,0,27,1,1,1,1,1,0,1,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
1,82,2250,11,0,1,0,0,0,0,0,25,1,0,3
4,35989,22908,992,1,1,0,0,1,0,1,25,1,2,3
5,0,0,0,1,1,1,1,0,0,1,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,0,1,0,0,0,0,25,1,0,3
6,99284,479,1426,1,0,0,1,1,0,1,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,6693,0,0,0,0,0,0,0,0,1,25,1,0,3
3,0,0,0,1,0,0,0,1,0,1,25,1,0,3
4,1954,0,55,0,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,3625,0,0,0,1,0,0,0,0,0,25,1,0,3
5,420,544,29,1,1,1,0,0,0,1,25,1,0,3
1,817,0,0,0,0,1,0,0,0,0,25,1,0,3
3,165,2322,5,1,1,1,0,0,0,0,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
2,227,0,0,0,1,1,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,0,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,136,0,6,1,0,0,0,0,0,0,25,1,0,3
5,36525,6259,138,1,1,1,0,1,0,1,25,1,1,3
2,0,0,0,0,1,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
2,1096,0,0,0,1,1,0,0,0,0,25,1,0,3
2,436565,1860,194,1,0,0,0,0,0,1,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
2,389,0,0,1,0,0,0,0,0,1,25,1,0,3
2,0,0,0,0,1,1,0,0,0,0,25,1,0,3
1,42,0,0,1,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,0,1,0,0,0,0,25,1,0,3
2,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,0,0,1,0,0,0,0,25,1,0,3
3,1521,0,37,1,1,0,0,0,0,1,25,1,0,3
2,3969,4100,270,0,1,1,0,0,0,0,25,1,0,3
2,0,0,0,0,1,1,0,0,0,0,25,1,0,3
1,1732,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,0,0,0,0,1,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,145,0,0,1,0,0,0,0,0,0,25,1,0,3
3,312,138,0,1,1,0,0,0,0,1,25,1,0,3
3,15930,0,0,0,1,1,0,0,0,0,25,1,0,3
2,11,0,0,1,1,0,0,0,0,0,25,1,0,3
11,10299,22745,696,1,1,0,1,0,0,0,25,1,2,3
1,1012,2932,17,0,1,0,0,0,0,0,25,1,0,3
1,230,0,0,0,0,1,0,0,0,0,25,1,0,3
3,106711,0,819,1,0,0,0,1,0,1,25,1,0,3
4,371,1168,0,1,1,0,0,1,0,0,25,1,0,3
2,1701,7361,59,0,1,1,0,0,0,0,25,1,1,3
1,80,252,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,831,1279,40,0,0,1,0,0,0,0,25,1,0,3
1,0,0,0,0,0,0,0,0,0,0,25,1,0,3
2,340,299,62,0,0,0,1,1,0,0,25,1,0,3
1,0,169,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,688,0,1,0,0,0,0,0,0,25,0,0,3
1,0,213,0,0,1,0,0,0,0,0,25,1,0,3
6,7000,0,252,1,1,0,1,1,0,1,25,1,0,3
4,623,0,107,1,1,1,0,0,1,0,25,0,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
1,859,0,44,1,0,0,0,0,0,0,25,1,0,3
6,79045,13991,10282,1,1,1,0,1,0,1,25,1,2,3
1,9960,0,14,1,0,0,0,0,0,0,25,1,0,3
2,0,0,0,1,0,0,0,0,0,1,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
1,9933,0,34,1,0,0,0,0,0,0,25,1,0,3
2,75931,0,503,1,0,0,0,0,0,1,25,1,0,3
1,0,0,0,0,0,0,0,0,0,0,25,1,0,3
6,119,0,19,1,1,0,1,1,1,1,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,3924,0,0,0,0,1,0,0,0,0,25,1,0,3
3,27182,0,2332,1,1,0,0,0,0,1,25,1,0,3
5,1188,127,7,1,1,1,1,1,0,0,25,1,0,3
3,0,0,0,1,0,0,0,1,0,1,25,1,0,3
3,105403,3857,208,1,1,0,1,0,0,0,25,1,0,3
1,1756,4983,136,0,0,1,0,0,0,0,25,1,0,3
2,92,0,12,0,1,1,0,0,0,0,25,1,0,3
1,61,0,0,1,0,0,0,0,0,0,25,1,0,3
1,0,1689,0,0,1,0,0,0,0,0,25,1,0,3
1,792,3293,41,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,1094,0,5,0,1,0,0,0,0,0,25,0,0,0
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
4,331423,0,152,1,0,0,1,1,0,1,25,1,0,3
1,3216,0,105,1,0,0,0,0,0,0,25,1,0,3
5,56389,0,4442,1,1,0,1,1,0,1,25,0,0,0
1,1113,2,170,0,0,0,1,0,0,0,25,0,0,3
1,434,0,0,1,0,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
13,26492,9777,733,0,1,1,1,1,0,0,25,1,1,3
1,761,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
2,0,0,0,1,1,0,0,0,0,0,25,1,0,3
5,303308,1267,415,1,0,1,1,1,0,1,25,1,0,3
12,448793,0,1435,1,0,1,1,1,0,1,25,1,0,3
2,0,0,0,0,1,0,0,1,0,0,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,0,1,0,0,0,0,25,1,0,3
2,0,0,0,0,0,0,1,0,0,0,25,1,0,3
1,0,0,0,0,0,1,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,135,824,0,1,0,0,0,0,0,0,25,1,0,3
2,60,0,7,0,1,1,0,0,0,0,25,1,0,3
2,0,0,0,0,1,0,0,0,0,0,25,1,0,3
4,886,828,0,1,1,0,0,1,0,1,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
2,3137,10328,78,1,0,0,0,1,0,0,25,1,2,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,0,0,0,1,0,0,25,1,0,3
2,4540,0,453,0,0,0,1,1,0,0,25,0,0,3
1,4825,2285,421,1,0,0,0,0,0,0,25,1,0,3
2,69,0,4,1,0,0,0,1,0,0,25,1,0,3
1,8769,9414,84,0,1,0,0,0,0,0,25,1,1,3
6,23339,19832,1506,1,0,0,1,1,0,1,25,1,2,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
2,456,2262,0,0,1,0,0,0,1,0,25,1,0,3
1,212,0,0,0,1,0,0,0,0,0,25,1,0,3
1,130221,562,6,1,0,0,0,0,0,0,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
8,3038,3817,40,1,0,1,1,1,0,1,25,1,0,3
22,148738,4992,1834,1,1,1,1,1,0,1,25,1,0,3
5,100073,9867,768,1,1,0,1,1,0,1,25,1,1,3
3,45038,0,110,1,1,0,0,0,0,1,25,1,0,3
1,5119,0,0,1,0,0,0,0,0,0,25,1,0,3
2,1618,5272,16,1,1,0,0,0,0,0,25,1,1,3
3,6671,0,14,1,0,1,0,0,0,1,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
1,225,0,0,1,0,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
2,0,0,0,1,0,0,0,0,0,1,25,1,0,3
5,89,0,0,1,0,1,1,1,0,1,25,1,0,3
1,427,493,0,1,0,0,0,0,0,0,25,1,0,3
5,2669,334,6,1,0,0,1,1,0,1,25,1,0,3
4,1300,0,103,1,1,1,0,0,0,1,25,1,0,3
1,158,0,0,0,1,0,0,0,0,0,25,1,0,0
1,0,2,0,0,1,0,0,0,0,0,25,0,0,3
2,188614,1081,1691,1,0,0,0,0,0,1,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
5,11218,3111,408,1,1,0,1,1,0,1,25,1,0,3
4,292715,149,411,1,0,0,1,1,0,1,25,0,0,3
2,0,0,0,0,0,0,1,1,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
2,32,0,6,0,0,0,1,1,0,0,25,1,0,3
1,10318,0,0,1,0,0,0,0,0,0,25,1,0,3
3,4358,0,259,1,1,0,0,1,0,0,25,1,0,3
4,7854,2884,357,1,1,0,0,1,0,1,25,1,0,3
2,60357,894,300,1,0,0,0,0,0,1,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
2,9767,9133,620,1,0,0,0,1,0,0,25,1,1,3
11,2733,0,31,1,1,1,1,1,0,1,25,1,0,3
1,0,0,0,1,0,0,0,0,0,0,25,1,0,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
2,77,0,0,1,0,0,0,0,0,0,25,1,0,3
3,4408,1784,598,1,0,0,1,1,0,0,25,1,0,3
2,3238,0,13,1,1,0,0,0,0,0,25,1,0,3
1,1050,584,0,1,0,0,0,0,0,0,25,1,0,3
1,0,0,0,0,1,0,0,0,0,0,25,1,0,3
5,7250,9993,294,1,1,0,1,1,0,1,25,1,1,3
0,0,0,0,0,0,0,0,0,0,0,25,1,0,3
5,6562,4100,512,1,1,0,1,1,0,1,25,1,0,3
1,0,255,0,0,0,0,0,1,0,0,25,0,0,3
