total_account_count,total_income,total_product_count,total_profit,CA,AE,SG,AU,JP,SA,MX,active_months,status_code,packages_encoded,registration_source_encoded
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
4,768,1894,71,1,0,1,1,0,0,1,15,1,0,3
2,0,862,0,0,1,0,0,1,0,0,15,1,0,3
1,92,0,1,1,0,0,0,0,0,0,15,1,0,3
2,0,0,0,0,1,1,0,0,0,0,15,1,0,3
1,685,3237,73,0,1,0,0,0,0,0,15,1,0,3
3,788,0,0,1,0,1,0,0,0,0,15,1,0,3
2,0,274,0,1,0,0,0,0,0,1,15,1,0,3
1,0,0,0,0,1,0,0,0,0,0,15,1,0,3
3,596,369,68,1,0,0,0,1,0,1,15,1,0,3
1,812,3698,184,0,0,0,0,1,0,0,15,1,0,3
3,0,0,0,0,1,1,0,0,0,0,15,1,0,3
3,1863,1383,22,1,1,1,0,0,0,0,15,1,0,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
2,0,0,0,1,1,0,0,0,0,0,15,1,0,3
2,96,0,3,0,1,1,0,0,0,0,15,1,0,3
4,96,0,6,1,1,1,0,1,0,0,15,1,0,3
2,0,0,0,0,1,0,0,0,0,0,15,1,0,3
0,0,15041,0,0,0,0,0,0,0,0,15,0,2,3
2,502,3929,53,0,0,0,1,0,0,0,15,1,0,3
6,0,0,0,1,0,0,1,1,0,1,15,1,0,3
2,0,106,0,0,1,0,0,1,0,0,15,1,0,3
4,0,0,0,1,1,1,0,0,0,1,15,1,0,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
1,0,0,0,0,1,0,0,0,0,0,15,1,0,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
1,72,0,0,0,0,0,0,0,0,0,15,1,0,3
5,0,0,0,1,0,0,0,1,0,1,15,1,0,3
1,0,426,0,0,1,0,0,0,0,0,15,1,0,3
3,176,4795,21,1,1,1,0,0,0,0,15,1,0,3
3,415,1159,49,1,1,1,0,0,0,0,15,1,0,3
1,853,9234,131,0,0,0,0,1,0,0,15,1,1,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
6,4981,3356,587,1,1,1,1,0,0,1,15,1,0,3
2,358,0,47,0,1,0,0,0,0,1,15,1,0,3
1,80,0,0,0,0,1,0,0,0,0,15,1,0,3
1,131,0,17,0,0,0,0,1,0,0,15,1,0,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
2,70,2149,3,1,1,0,0,0,0,0,15,1,0,3
1,308,2496,23,0,1,0,0,0,0,0,15,1,0,3
1,0,510,0,0,1,0,0,0,0,0,15,1,0,3
2,4056,4337,379,1,0,0,0,0,0,1,15,1,0,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
4,1040,0,148,1,0,0,1,1,0,1,15,1,0,3
1,986,488,121,0,0,0,1,0,0,0,15,1,0,3
1,0,1896,0,0,0,0,0,0,0,1,15,1,0,3
7,696,3231,95,1,1,1,0,1,1,1,15,1,0,0
1,0,0,0,1,0,0,0,0,0,0,15,1,0,4
1,511,3439,88,0,0,0,0,1,0,0,15,1,0,4
6,1372,0,199,1,1,1,1,1,0,1,15,1,0,3
2,1328,0,227,1,0,0,0,0,0,1,15,1,0,4
4,1260,7045,167,1,1,0,0,1,0,1,15,1,1,4
1,0,0,0,0,0,1,0,0,0,0,15,1,0,3
4,5236,9943,737,1,0,0,1,1,0,1,15,1,1,3
1,0,561,0,0,1,0,0,0,0,0,15,0,0,3
3,9704,489,2483,0,1,0,0,1,0,1,15,0,0,3
5,20230,4899,2615,1,1,0,1,1,0,1,15,1,0,3
1,0,869,0,1,0,0,0,0,0,0,15,1,0,3
2,0,0,0,1,0,0,0,0,0,1,15,1,0,3
2,1053,4106,160,0,0,1,0,1,0,0,15,1,0,3
3,11981,1727,1912,1,0,1,0,0,0,1,15,1,0,3
5,4049,0,390,1,0,1,1,1,0,1,15,0,0,3
1,0,0,0,0,1,0,0,0,0,0,15,1,0,3
0,0,0,0,0,0,0,0,0,0,0,15,1,0,3
0,0,0,0,0,0,0,0,0,0,0,15,1,0,3
3,14138,0,1923,1,1,0,1,0,0,0,15,1,0,3
2,0,0,0,0,1,1,0,0,0,0,15,1,0,3
1,0,0,0,0,1,0,0,0,0,0,15,1,0,3
1,0,0,0,0,1,0,0,0,0,0,15,1,0,3
2,32927,23160,3758,1,0,0,0,1,0,0,15,1,2,3
1,0,0,0,0,0,0,0,0,0,0,15,1,0,0
1,0,113,0,1,0,0,0,0,0,0,15,1,0,3
3,1501,0,230,1,0,0,0,1,0,1,15,1,0,0
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
3,0,0,0,1,0,0,0,1,0,1,15,1,0,4
2,6927,0,758,1,0,0,0,0,0,1,15,1,0,4
3,6666,1367,659,1,0,0,0,1,0,1,15,1,0,4
20,13722,3466,1527,1,1,1,1,1,1,1,15,1,0,0
2,225,408,11,0,0,0,1,0,0,1,15,1,0,3
0,0,5083,0,0,0,0,0,0,0,0,15,1,1,3
3,0,241,0,1,0,0,0,1,0,1,15,1,0,4
4,6980,0,461,1,0,0,1,1,0,1,15,0,0,3
1,101,7,0,1,0,0,0,0,0,0,15,1,0,3
0,0,986,0,0,0,0,0,0,0,0,15,1,0,3
2,0,952,0,1,1,0,0,0,0,0,15,1,0,3
1,0,570,0,0,1,0,0,0,0,0,15,0,0,3
3,0,1026,0,1,0,0,0,1,0,1,15,1,0,4
13,0,0,0,1,1,1,1,1,1,1,15,1,0,3
3,185,0,25,1,1,0,0,0,0,1,15,1,0,3
5,7402,11124,2415,1,1,0,1,1,0,1,15,1,2,3
4,0,0,0,1,1,0,0,1,0,1,15,1,0,3
5,3450,0,448,1,1,1,0,1,0,1,15,1,0,4
2,0,0,0,0,1,0,0,1,0,0,15,1,0,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
1,0,0,0,0,0,1,0,0,0,0,15,1,0,3
1,2700,0,368,1,0,0,0,0,0,0,15,1,0,4
1,82,338,0,1,0,0,0,0,0,0,15,1,0,3
2,2584,0,16,1,0,0,1,0,0,0,15,1,0,3
1,36,528,11,0,1,0,0,0,0,0,15,1,0,3
3,806,0,93,1,0,0,0,1,0,1,15,1,0,3
2,0,703,0,0,1,1,0,0,0,0,15,1,0,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
3,640,5757,116,1,1,0,0,0,0,1,15,1,1,3
2,0,0,0,0,1,0,0,1,0,0,15,1,0,3
4,4349,3361,385,1,1,0,1,0,0,1,15,1,0,3
5,25132,8263,3246,1,1,0,1,1,0,1,15,1,1,4
0,0,267,0,0,0,0,0,0,0,0,15,1,0,3
1,0,0,0,0,0,0,0,0,0,1,15,1,0,4
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
1,0,1326,0,0,1,0,0,0,0,0,15,1,0,3
3,0,2379,11,1,0,0,0,1,0,1,15,1,0,4
1,0,0,0,0,0,1,0,0,0,0,15,1,0,3
4,0,3060,0,1,0,0,1,1,0,1,15,1,0,4
2,2397,7379,335,1,0,0,0,1,0,0,15,0,1,3
1,0,993,0,0,1,0,0,0,0,0,15,1,0,3
5,10694,11458,1043,1,0,1,1,1,0,1,15,1,2,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
2,43,0,0,0,1,0,1,0,0,0,15,1,0,3
2,72,1565,11,0,1,1,0,0,0,0,15,1,0,3
2,233,342,23,1,0,0,0,0,0,1,15,1,0,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
2,0,1150,0,1,0,0,0,0,0,1,15,1,0,4
1,0,0,0,0,1,0,0,0,0,0,15,1,0,3
3,0,0,0,1,0,0,1,1,0,0,15,1,0,3
1,4626,844,636,0,0,0,1,0,0,0,15,1,0,3
2,0,0,0,0,1,0,1,0,0,0,15,1,0,3
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
2,1362,0,170,1,0,0,0,0,0,1,15,1,0,4
4,2087,0,257,1,0,1,0,1,0,1,15,0,0,4
2,1268,0,208,0,0,0,1,1,0,0,15,1,0,4
2,104,3392,8,1,0,0,0,0,0,1,15,1,0,4
1,0,0,0,0,1,0,0,0,0,0,15,1,0,3
5,10866,0,1441,1,1,1,0,1,0,1,15,1,0,4
5,406,6929,62,1,0,1,1,0,0,1,15,1,1,3
2,817,3725,117,0,0,0,1,0,0,1,15,1,0,3
3,0,0,0,1,0,0,0,1,0,1,15,1,0,0
1,0,0,0,1,0,0,0,0,0,0,15,1,0,3
1,66,0,0,0,1,0,0,0,0,0,15,1,0,3
2,590,0,73,1,0,0,0,0,0,1,15,1,0,4
1,132,849,10,0,1,0,0,0,0,0,15,1,0,3
6,20802,9884,1947,1,1,1,1,1,0,1,15,1,1,3
3,107,0,0,1,1,1,0,0,0,0,15,1,0,3
4,0,0,0,1,0,0,1,1,0,1,15,1,0,3
0,0,0,0,0,0,0,0,0,0,0,15,1,0,3
2,0,0,0,0,0,0,0,1,0,0,14,1,0,3
2,0,0,0,1,0,0,1,0,0,0,14,1,0,3
3,17960,2472,1618,1,1,0,0,0,0,1,14,1,0,3
4,33137,0,3945,1,0,0,1,1,0,1,14,1,0,3
4,5868,18301,419,1,0,1,1,0,0,1,14,0,2,3
2,0,0,0,0,0,0,0,1,0,1,14,1,0,4
2,3480,8457,363,1,0,0,0,0,0,1,14,1,1,4
0,0,5,0,0,0,0,0,0,0,0,14,1,0,3
0,0,0,0,0,0,0,0,0,0,0,14,1,0,3
3,4796,0,504,1,1,0,0,0,0,1,14,1,0,4
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
3,0,0,0,1,1,0,0,0,0,1,14,1,0,3
2,0,5183,0,0,1,0,0,1,0,0,14,1,1,4
1,0,0,0,0,0,0,0,0,0,0,14,1,0,3
2,3256,3939,542,0,1,0,1,0,0,0,14,1,0,3
2,153,1133,24,0,1,0,0,1,0,0,14,1,0,3
0,0,0,0,0,0,0,0,0,0,0,14,1,0,3
2,0,0,0,1,0,0,0,0,0,1,14,1,0,3
1,0,0,0,0,0,0,0,1,0,0,14,1,0,4
6,0,0,0,1,1,0,1,1,0,1,14,1,0,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
1,130,0,17,0,0,0,1,0,0,0,14,1,0,3
1,0,75,0,0,0,0,0,0,0,0,14,0,0,3
4,10168,1348,1153,1,1,0,0,1,0,1,14,1,0,3
1,0,3172,0,1,0,0,0,0,0,0,14,1,0,3
2,509,3711,66,1,0,0,0,0,0,1,14,1,0,4
1,0,0,0,0,0,1,0,0,0,0,14,1,0,3
1,146,0,0,1,0,0,0,0,0,0,14,1,0,3
3,4551,4132,598,1,0,0,0,1,0,1,14,1,0,4
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
2,0,0,0,0,1,1,0,0,0,0,14,1,0,3
1,0,28,0,1,0,0,0,0,0,0,14,1,0,3
4,302,2044,20,1,1,1,0,1,0,0,14,1,0,3
1,0,86,0,1,0,0,0,0,0,0,14,0,0,3
6,0,0,0,1,0,1,0,0,0,0,14,1,0,3
2,0,0,0,1,0,0,0,0,0,1,14,1,0,4
1,0,0,0,0,0,1,0,0,0,0,14,1,0,3
2,0,523,0,1,1,0,0,0,0,0,14,1,0,3
1,821,4729,111,0,1,0,0,0,0,0,14,1,0,3
3,5162,27,751,1,0,0,0,1,0,1,14,1,0,4
1,0,493,0,0,1,0,0,0,0,0,14,1,0,3
4,296,3561,30,1,0,0,1,1,0,1,14,1,0,4
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
1,4016,0,313,1,0,0,0,0,0,0,14,1,0,4
3,0,1,0,1,1,0,0,0,0,1,14,1,0,3
1,0,128,0,1,0,0,0,0,0,0,14,1,0,3
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
0,0,1599,0,0,0,0,0,0,0,0,14,1,0,4
0,0,1976,0,0,0,0,0,0,0,0,14,1,0,4
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
2,24,0,0,1,0,0,0,0,0,1,14,1,0,3
3,1470,2771,272,1,1,0,0,1,0,0,14,1,0,4
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
1,419,3276,35,0,1,0,0,0,0,0,14,1,0,3
4,83,3344,13,1,1,0,0,0,1,1,14,0,0,0
1,127,283,14,1,0,0,0,0,0,0,14,1,0,3
2,98,1895,11,0,1,1,0,0,0,0,14,1,0,3
1,96,0,21,0,1,0,0,0,0,0,14,1,0,3
1,0,0,0,0,0,0,0,1,0,0,14,1,0,3
3,120,364,17,1,0,0,1,0,0,1,14,1,0,3
5,780,5,114,1,1,1,0,1,0,1,14,1,0,3
1,1332,1879,3,0,0,0,1,0,0,0,14,1,0,3
1,64,0,0,0,1,0,0,0,0,0,14,1,0,3
3,0,643,0,1,0,0,0,1,0,1,14,1,0,4
2,2829,4429,447,0,0,0,1,1,0,0,14,1,0,4
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
0,0,4001,0,0,0,0,0,0,0,0,14,1,0,3
2,1197,0,112,1,0,0,0,0,0,1,14,1,0,0
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
3,8698,1697,933,1,0,0,0,1,0,1,14,1,0,3
2,898,3938,69,0,1,1,0,0,0,0,14,1,0,3
2,0,0,0,1,0,0,0,0,0,1,14,1,0,4
4,5126,7584,1512,1,1,0,1,1,0,0,14,0,1,3
5,1915,4860,311,1,0,1,0,1,0,1,14,0,0,3
1,0,360,0,1,0,0,0,0,0,0,14,1,0,4
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
2,0,0,0,1,0,0,0,0,0,1,14,1,0,4
3,3122,7146,1187,1,0,0,0,1,0,1,14,1,1,4
3,40,2950,7,1,0,1,0,0,0,1,14,1,0,3
4,0,1130,0,1,0,1,0,0,0,1,14,1,0,3
1,405,4034,44,0,1,0,0,0,0,0,14,1,0,3
2,1246,0,174,1,0,0,0,0,0,1,14,1,0,3
2,48,991,0,1,0,0,0,0,0,1,14,1,0,3
0,0,0,0,0,0,0,0,0,0,0,14,1,0,3
2,0,0,0,1,0,0,0,0,0,1,14,1,0,3
2,0,0,0,1,0,0,0,0,0,1,14,1,0,4
2,0,0,0,1,0,0,0,0,0,1,14,1,0,4
5,1156,0,123,1,1,1,0,1,0,1,14,1,0,0
2,0,0,0,1,0,0,0,0,0,1,14,1,0,0
2,0,0,0,1,0,0,0,0,0,1,14,1,0,4
4,4621,10582,535,0,1,1,1,1,0,0,14,1,2,3
1,0,5,0,0,0,1,0,0,0,0,14,1,0,3
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
0,0,0,0,0,0,0,0,0,0,0,14,1,0,3
1,185,0,0,1,0,0,0,0,0,0,14,1,0,3
2,0,0,0,1,0,0,0,0,0,1,14,1,0,4
0,0,0,0,0,0,0,0,0,0,0,14,1,0,3
6,35845,0,3895,1,1,1,1,1,0,1,14,1,0,3
6,1705,5145,250,1,1,1,1,1,0,1,14,1,1,0
1,54,2834,5,1,0,0,0,0,0,0,14,1,0,3
2,84,892,4,0,1,1,0,0,0,0,14,1,0,3
1,0,1,0,1,0,0,0,0,0,0,14,0,0,3
3,0,8027,0,0,1,1,0,0,0,1,14,1,1,0
5,6626,0,1007,1,1,1,0,1,0,1,14,1,0,4
1,0,606,0,0,1,0,0,0,0,0,14,1,0,3
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
5,35401,9216,6041,1,1,0,0,1,0,1,14,0,1,0
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
2,93,3381,11,1,0,0,0,0,0,1,14,1,0,4
5,0,0,0,1,0,1,1,1,0,1,14,1,0,3
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
0,0,11050,0,0,0,0,0,0,0,0,14,1,2,3
2,0,0,0,1,0,0,0,0,0,1,14,1,0,3
2,0,12899,0,1,0,0,0,0,0,1,14,1,2,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
2,446,104,-22,1,0,0,0,0,0,1,14,1,0,3
3,0,0,0,1,1,1,0,0,0,0,14,1,0,3
0,0,6295,0,0,0,0,0,0,0,0,14,1,1,3
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
4,741,0,102,1,0,0,1,1,0,1,14,1,0,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
3,3830,3390,551,1,0,1,0,0,0,1,14,1,0,3
2,3073,3030,453,1,0,0,0,0,0,1,14,1,0,3
2,0,0,0,1,0,0,0,0,0,1,14,1,0,3
3,380,1369,10,1,0,0,1,1,0,0,14,1,0,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
3,1697,6202,214,0,0,0,1,1,0,1,14,1,1,4
1,96,0,0,0,0,0,0,0,0,1,14,1,0,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
2,7150,2081,1187,1,0,0,0,0,0,1,14,1,0,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
1,3559,17969,866,0,0,0,0,0,0,0,14,1,2,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
3,2005,3496,304,1,0,0,0,1,0,1,14,1,0,4
1,56,1872,4,0,1,0,0,0,0,0,14,1,0,3
2,434,0,64,1,0,0,0,0,0,1,14,1,0,4
6,14915,0,2170,1,1,1,1,1,0,1,14,1,0,3
1,61,3262,14,0,1,0,0,0,0,0,14,1,0,3
1,0,3667,0,1,0,0,0,0,0,0,14,1,0,3
2,10200,46,1404,1,0,0,0,0,0,1,14,0,0,3
0,0,33906,0,0,0,0,0,0,0,0,14,0,3,3
2,208,795,30,1,0,0,0,0,0,1,14,1,0,3
3,0,1352,0,0,0,1,1,0,0,1,14,1,0,3
1,0,12,0,0,0,0,0,0,0,1,14,0,0,3
3,15066,0,1569,1,1,0,0,0,0,1,14,1,0,3
2,43,0,7,1,0,0,0,0,0,1,14,1,0,4
2,314,3299,43,0,1,0,0,1,0,0,14,1,0,4
1,35,67,5,1,0,0,0,0,0,0,14,1,0,3
2,3222,8511,320,1,0,0,0,0,0,1,14,1,1,3
1,0,148,0,1,0,0,0,0,0,0,14,1,0,3
4,997,3913,22,1,1,1,0,0,0,1,14,1,0,4
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
0,0,0,0,0,0,0,0,0,0,0,14,1,0,3
3,1785,4807,219,1,0,0,1,0,0,1,14,1,0,3
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
3,81089,0,8989,1,1,1,0,0,0,0,14,1,0,3
2,4056,2006,518,1,0,0,0,0,0,1,14,1,0,4
1,510,0,46,1,0,0,0,0,0,0,14,1,0,3
3,63,0,9,1,0,1,0,0,0,1,14,1,0,3
2,832,525,133,1,0,0,0,0,0,1,14,1,0,4
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
6,6031,0,688,1,1,1,1,1,0,1,14,0,0,0
3,5399,463,319,1,1,0,0,0,0,1,14,1,0,3
3,20603,18479,2370,1,0,0,0,1,0,1,14,1,2,4
1,100,3671,16,1,0,0,0,0,0,0,14,1,0,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
5,3283,0,598,1,1,0,1,1,0,1,14,1,0,4
1,0,10,0,0,0,0,0,0,0,0,14,1,0,3
4,0,506,0,1,1,1,0,0,0,1,14,1,0,3
1,200,3443,23,0,0,0,0,1,0,0,14,1,0,3
2,0,0,0,0,1,1,0,0,0,0,14,1,0,3
1,0,22,0,1,0,0,0,0,0,0,14,1,0,3
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
3,8067,0,624,1,1,0,0,0,0,1,14,1,0,3
2,0,2214,0,1,0,0,0,0,0,1,14,1,0,4
2,0,0,0,1,1,0,0,0,0,0,14,1,0,3
2,88,1417,8,1,0,0,0,0,0,1,14,1,0,4
1,0,1097,0,0,1,0,0,0,0,0,14,1,0,3
1,502,0,58,1,0,0,0,0,0,0,14,1,0,3
1,37,0,-70,1,0,0,0,0,0,0,14,1,0,3
2,370,2486,62,0,1,1,0,0,0,0,14,1,0,3
2,517,0,53,0,1,1,0,0,0,0,14,1,0,3
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
2,897,908,134,1,0,0,0,0,0,1,14,1,0,4
0,0,150,0,0,0,0,0,0,0,0,14,0,0,4
3,2767,0,297,1,0,0,0,1,0,1,14,1,0,3
2,46,2791,7,1,0,0,0,0,0,1,14,1,0,4
1,0,3,0,1,0,0,0,0,0,0,14,1,0,3
2,4279,0,529,1,0,0,0,0,0,1,14,1,0,3
2,501,484,117,1,0,0,0,0,0,1,14,1,0,3
4,617,1958,44,1,0,0,1,1,0,1,14,1,0,3
2,0,0,0,0,1,0,1,0,0,0,14,1,0,3
1,224,3871,18,0,1,0,0,0,0,0,14,1,0,3
1,0,0,0,0,0,0,0,0,0,0,14,1,0,3
0,0,688,0,0,0,0,0,0,0,0,14,0,0,3
3,0,3,0,1,1,0,0,0,0,1,14,1,0,3
5,161,0,-26,1,1,0,1,1,0,1,14,1,0,3
1,0,5,0,1,0,0,0,0,0,0,14,1,0,3
2,1574,0,130,1,0,0,0,0,0,0,14,1,0,3
0,0,0,0,0,0,0,0,0,0,0,14,1,0,3
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
1,1075,4942,211,0,1,0,0,0,0,0,14,1,0,3
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
2,0,0,0,0,1,0,0,0,0,0,14,1,0,3
1,1613,0,237,0,1,0,0,0,0,0,14,1,0,3
1,1651,349,279,1,0,0,0,0,0,0,14,1,0,3
1,1203,3650,202,1,0,0,0,0,0,0,14,1,0,3
3,8519,0,538,1,0,0,0,1,0,1,14,1,0,4
2,1250,0,167,1,0,0,0,0,0,1,14,1,0,3
1,0,225,0,1,0,0,0,0,0,0,14,1,0,5
4,2932,6760,472,1,0,0,1,1,0,1,14,1,1,4
1,205,0,15,1,0,0,0,0,0,0,14,1,0,2
1,0,0,0,1,0,0,0,0,0,0,14,1,0,5
1,2883,0,181,1,0,0,0,0,0,0,14,1,0,1
1,0,1,0,0,1,0,0,0,0,0,14,0,0,5
0,0,5244,0,0,0,0,0,0,0,0,14,0,1,1
2,0,0,0,0,0,0,1,0,0,1,14,1,0,1
2,204,3146,11,1,0,0,0,0,0,1,14,1,0,4
1,0,0,0,0,1,0,0,0,0,0,14,1,0,5
1,36,0,0,1,0,0,0,0,0,0,14,1,0,5
1,0,0,0,1,0,0,0,0,0,0,14,1,0,5
2,0,0,0,0,1,1,0,0,0,0,14,1,0,3
2,0,0,0,1,0,0,0,0,0,0,14,1,0,1
4,3876,0,449,1,0,0,1,1,0,1,14,1,0,4
3,25156,1463,2787,1,0,0,0,1,0,1,14,1,0,0
1,0,0,0,0,1,0,0,0,0,0,14,1,0,5
1,0,0,0,1,0,0,0,0,0,0,14,1,0,5
2,80,0,4,1,1,0,0,0,0,0,14,1,0,5
1,51,0,0,1,0,0,0,0,0,0,14,1,0,5
2,0,0,0,1,0,0,0,0,0,1,14,1,0,4
6,18418,1090,3391,1,0,0,1,1,0,1,14,0,0,1
5,6575,0,681,1,1,0,1,1,0,1,14,1,0,1
1,0,0,0,1,0,0,0,0,0,0,14,1,0,3
1,3,1,0,1,0,0,0,0,0,0,14,1,0,5
2,55,1128,13,1,0,0,0,0,0,1,14,1,0,4
1,0,0,0,0,1,0,0,0,0,0,14,1,0,5
1,0,0,0,0,1,0,0,0,0,0,14,1,0,5
2,2040,7966,233,1,0,0,0,0,0,1,14,1,1,4
1,0,0,0,0,1,0,0,0,0,0,14,1,0,5
2,0,0,0,1,0,0,0,0,0,1,14,1,0,5
3,753,0,100,1,1,0,0,0,0,1,14,1,0,4
0,0,0,0,0,0,0,0,0,0,0,14,1,0,5
2,153,2737,22,1,0,0,0,0,0,1,14,1,0,4
2,0,211,0,1,0,0,0,0,0,1,14,1,0,4
3,456,0,66,1,1,0,0,0,0,1,14,1,0,0
3,0,0,0,1,1,0,0,0,0,1,14,1,0,5
2,121,183,4,1,1,0,0,0,0,0,14,1,0,5
1,18463,0,0,1,0,0,0,0,0,0,14,1,0,5
4,4783,0,532,1,1,0,0,1,0,1,14,1,0,4
1,45,1189,16,0,1,0,0,0,0,0,14,1,0,5
1,0,0,0,0,0,1,0,0,0,0,14,1,0,5
1,0,0,0,0,1,0,0,0,0,0,14,1,0,3
1,0,0,0,0,0,0,0,1,0,0,14,1,0,5
1,0,1284,0,0,1,0,0,0,0,0,14,1,0,3
2,0,0,0,0,0,0,0,1,0,1,14,1,0,1
2,0,8980,0,1,0,0,0,0,0,1,14,0,1,0
1,0,0,0,1,0,0,0,0,0,0,14,1,0,5
1,0,0,0,0,1,0,0,0,0,0,14,1,0,1
1,0,0,0,0,0,0,1,0,0,0,14,1,0,5
0,0,0,0,0,0,0,0,0,0,0,14,1,0,4
19,14141,3439,2213,1,1,1,1,1,1,1,14,1,0,4
6,3130,4044,420,1,1,1,1,1,0,1,14,1,0,3
6,0,0,0,1,1,1,1,1,0,1,14,1,0,4
2,60093,0,8279,0,0,0,1,0,0,1,14,0,0,4
1,0,2971,0,0,1,0,0,0,0,0,14,1,0,1
1,684,4677,71,0,1,0,0,0,0,0,14,1,0,1
2,1688,3312,156,1,0,0,0,0,0,1,14,1,0,1
1,0,0,0,1,0,0,0,0,0,0,14,1,0,5
3,0,0,0,1,1,0,0,1,0,0,14,1,0,5
2,0,125,0,1,0,0,0,0,0,1,14,1,0,4
1,0,0,0,0,0,0,0,0,0,0,14,1,0,3
1,0,76,0,1,0,0,0,0,0,0,14,1,0,5
4,441,8940,45,1,1,1,0,0,0,1,14,1,1,4
3,723,0,91,0,0,0,1,1,0,1,14,1,0,0
2,0,0,0,1,0,0,0,0,0,1,14,1,0,0
1,0,606,0,0,1,0,0,0,0,0,14,1,0,3
6,12548,0,1949,1,1,1,1,1,0,1,14,1,0,4
3,697,4486,132,1,0,0,0,1,0,1,14,1,0,4
1,0,50,0,1,0,0,0,0,0,0,14,1,0,5
2,38,934,3,1,0,0,0,0,0,1,14,1,0,5
5,897,0,127,1,1,1,1,0,0,1,14,1,0,0
2,475,1047,0,1,1,0,0,0,0,0,14,0,0,4
3,224,3603,20,1,1,0,0,0,0,1,14,1,0,4
4,0,4097,0,1,1,0,1,0,0,1,14,0,0,0
2,230,31,38,0,1,1,0,0,0,0,14,1,0,5
1,0,0,0,1,0,0,0,0,0,0,14,1,0,4
2,20082,0,1999,1,0,0,0,0,0,1,14,1,0,4
1,0,0,0,0,1,0,0,0,0,0,14,1,0,5
1,0,0,0,0,1,0,0,0,0,0,14,1,0,5
2,1351,1087,229,1,0,0,0,0,0,1,14,1,0,5
2,0,0,0,1,0,0,0,0,0,1,14,1,0,4
2,2707,5621,360,0,1,0,0,0,0,1,14,1,1,5
1,0,0,0,0,1,0,0,0,0,0,14,1,0,5
6,34548,0,5219,1,1,1,1,1,0,1,14,0,0,3
2,468,0,34,1,0,0,0,0,0,1,14,1,0,4
5,1667,14411,523,0,1,1,1,1,0,1,14,1,2,4
2,0,1154,0,1,0,0,0,0,0,1,14,1,0,4
1,0,0,0,1,0,0,0,0,0,0,14,1,0,5
3,4699,716,624,1,0,0,0,1,0,1,14,1,0,5
4,1762,3349,176,0,1,1,1,1,0,0,14,1,0,3
2,57,1536,7,0,1,1,0,0,0,0,14,1,0,5
7,0,0,0,1,1,1,1,1,0,1,14,1,0,1
0,0,19402,0,0,0,0,0,0,0,0,14,0,2,1
5,0,0,0,1,0,1,1,1,0,1,14,1,0,4
